title,studio,domestic_gross,foreign_gross,year
Toy Story 3,BV,415000000.0,652000000.0,2010
Alice in Wonderland (2010),BV,334200000.0,691300000.0,2010
Harry Potter and the Deathly Hallows Part 1,WB,296000000.0,664300000.0,2010
Inception,WB,292600000.0,535700000.0,2010
Shrek Forever After,P/DW,238700000.0,513900000.0,2010
The Twilight Saga: Eclipse,SUM.,300500000.0,398000000.0,2010
Iron Man 2,PAR.,312400000.0,311500000.0,2010
Tangled,BV,200800000.0,391000000.0,2010
Despicable Me,UNI.,251500000.0,291600000.0,2010
How to Train Your Dragon,P/DW,217600000.0,277300000.0,2010
Clash of the Titans (2010),WB,163200000.0,330000000.0,2010
The Chronicles of Narnia: The Voyage of the Dawn Treader,FOX,104400000.0,311300000.0,2010
The King's Speech,WEIN.,135500000.0,275400000.0,2010
Tron Legacy,BV,172100000.0,228000000.0,2010
The Karate Kid,SONY,176600000.0,182500000.0,2010
Prince of Persia: The Sands of Time,BV,90800000.0,245600000.0,2010
Black Swan,FOXS,107000000.0,222400000.0,2010
Megamind,P/DW,148400000.0,173500000.0,2010
Robin Hood,UNI.,105300000.0,216400000.0,2010
The Last Airbender,PAR.,131800000.0,187900000.0,2010
Little Fockers,UNI.,148400000.0,162200000.0,2010
Resident Evil: Afterlife,SGEM,60100000.0,240100000.0,2010
Shutter Island,PAR.,128000000.0,166800000.0,2010
Salt,SONY,118300000.0,175200000.0,2010
Sex and the City 2,WB(NL),95300000.0,193000000.0,2010
The Tourist,SONY,67600000.0,210700000.0,2010
The Expendables,LGF,103100000.0,171400000.0,2010
Grown Ups,SONY,162000000.0,109400000.0,2010
Knight & Day,FOX,76400000.0,185500000.0,2010
True Grit,PAR.,171200000.0,81000000.0,2010
Gulliver's Travels,FOX,42800000.0,194600000.0,2010
Percy Jackson & The Olympians: The Lightning Thief,FOX,88800000.0,137700000.0,2010
The Social Network,SONY,97000000.0,128000000.0,2010
Valentine's Day,WB(NL),110500000.0,106000000.0,2010
The Sorcerer's Apprentice,BV,63200000.0,152100000.0,2010
Due Date,WB,100500000.0,111200000.0,2010
Eat Pray Love,SONY,80600000.0,124000000.0,2010
Yogi Bear,WB,100200000.0,101300000.0,2010
Red,SUM.,90400000.0,108600000.0,2010
Paranormal Activity 2,PAR.,84800000.0,92800000.0,2010
The A-Team,FOX,77200000.0,100000000.0,2010
Jackass 3-D,PAR.,117200000.0,54500000.0,2010
The Other Guys,SONY,119200000.0,51200000.0,2010
Unstoppable,FOX,81600000.0,86200000.0,2010
Step Up 3-D,BV,42400000.0,116900000.0,2010
The Book of Eli,WB,94800000.0,62300000.0,2010
The Town,WB,92200000.0,61800000.0,2010
Date Night,FOX,98700000.0,53600000.0,2010
Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000.0,2010
The Wolfman,UNI.,62000000.0,77800000.0,2010
The Bounty Hunter,SONY,67099999.0,69300000.0,2010
Saw 3D,LGF,45700000.0,90400000.0,2010
Wall Street: Money Never Sleeps,FOX,52500000.0,82300000.0,2010
The Fighter,PAR.,93600000.0,35600000.0,2010
Predators,FOX,52000000.0,75200000.0,2010
A Nightmare on Elm Street (2010),WB(NL),63100000.0,52600000.0,2010
Dear John,SGEM,80000000.0,35000000.0,2010
Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000.0,2010
Tooth Fairy,FOX,60000000.0,52400000.0,2010
Life as We Know It,WB,53400000.0,52300000.0,2010
Hereafter,WB,32700000.0,72500000.0,2010
The Girl with the Dragon Tattoo,MBOX,10100000.0,94300000.0,2010
Love and Other Drugs,FOX,32400000.0,70500000.0,2010
Aftershock (Tangshan Dadizhen),CL,63000.0,100200000.0,2010
Killers,LGF,47100000.0,51100000.0,2010
Kick-Ass,LGF,48100000.0,48100000.0,2010
Green Zone,UNI.,35100000.0,59800000.0,2010
Nanny McPhee Returns,UNI.,29000000.0,64200000.0,2010
Get Him to the Greek,UNI.,61000000.0,30300000.0,2010
Burlesque,SGEM,39400000.0,50100000.0,2010
The Last Song,BV,63000000.0,26100000.0,2010
Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010
Marmaduke,FOX,33600000.0,50100000.0,2010
Piranha 3D,W/DIM.,25000000.0,58200000.0,2010
Oceans,BV,19400000.0,63200000.0,2010
Edge of Darkness,WB,43300000.0,37800000.0,2010
Vampires Suck,FOX,36700000.0,43900000.0,2010
Letters to Juliet,SUM.,53000000.0,26100000.0,2010
The Back-Up Plan,CBS,37500000.0,40000000.0,2010
If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000.0,2010
Diary of a Wimpy Kid,FOX,64000000.0,11700000.0,2010
Easy A,SGEM,58400000.0,16600000.0,2010
Hubble 3D,WB,52400000.0,21500000.0,2010
Takers,SGEM,57700000.0,11300000.0,2010
Tales from Earthsea,BV,48500.0,68600000.0,2010
Legion (2010),SGEM,40200000.0,27800000.0,2010
The American,FOCUS,35600000.0,32299999.0,2010
The Last Exorcism,LGF,41000000.0,26700000.0,2010
The Next Three Days,LGF,21100000.0,46300000.0,2010
The Girl Who Played with Fire,MBOX,7600000.0,59500000.0,2010
Skyline,UNI.,21400000.0,45400000.0,2010
Hot Tub Time Machine,MGM,50300000.0,14300000.0,2010
Devil,UNI.,33600000.0,29100000.0,2010
127 Hours,FOXS,18300000.0,42400000.0,2010
Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000.0,2010
Secretariat,BV,59700000.0,537000.0,2010
The Ghost Writer,SUM.,15500000.0,44700000.0,2010
Morning Glory,PAR.,31000000.0,29000000.0,2010
Remember Me,SUM.,19100000.0,37000000.0,2010
Cop Out,WB,44900000.0,10700000.0,2010
The Crazies,OVER.,39100000.0,15700000.0,2010
From Paris with Love,LGF,24100000.0,28700000.0,2010
Daybreakers,LGF,30100000.0,21300000.0,2010
Alpha and Omega,LGF,25100000.0,25400000.0,2010
The Switch,MIRA.,27800000.0,22100000.0,2010
She's Out of My League,PAR.,32000000.0,17800000.0,2010
Death at a Funeral (2010),SGEM,42700000.0,6300000.0,2010
How Do You Know,SONY,30200000.0,18500000.0,2010
Charlie St. Cloud,UNI.,31200000.0,17000000.0,2010
Scott Pilgrim vs. the World,UNI.,31500000.0,16100000.0,2010
Heartbreaker,IFC,504000.0,46900000.0,2010
The Spy Next Door,LGF,24300000.0,20900000.0,2010
"The Good, the Bad, the Weird",IFC,128000.0,44100000.0,2010
Machete,FOX,26600000.0,17500000.0,2010
The Girl Who Kicked the Hornet's Nest,MBOX,5200000.0,38300000.0,2010
The Man From Nowhere,CJ,528000.0,42500000.0,2010
When in Rome,BV,32700000.0,10400000.0,2010
My Name is Khan,FOXS,4000000.0,38300000.0,2010
Going the Distance,WB(NL),17800000.0,24200000.0,2010
The Concert,WEIN.,658000.0,40500000.0,2010
Agora,NM,619000.0,38400000.0,2010
For Colored Girls,LGF,37700000.0,17300.0,2010
Brooklyn's Finest,OVER.,27200000.0,9300000.0,2010
Furry Vengeance,SUM.,17600000.0,18600000.0,2010
Faster,CBS,23200000.0,12400000.0,2010
The Kids Are All Right,FOCUS,20800000.0,13900000.0,2010
You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000.0,2010
The Secret in Their Eyes,SPC,6400000.0,27600000.0,2010
Avatar: Special Edition,FOX,10700000.0,22500000.0,2010
Leap Year,UNI.,25900000.0,6700000.0,2010
You Again,BV,25700000.0,6300000.0,2010
Mesrine: Killer Instinct,MBOX,552000.0,30500000.0,2010
The Losers,WB,23600000.0,5800000.0,2010
Case 39,PARV,13300000.0,14900000.0,2010
Ramona and Beezus,FOX,26200000.0,1100000.0,2010
Splice,WB,17000000.0,9800000.0,2010
Fair Game (2010),SUM.,9500000.0,14600000.0,2010
Let Me In,OVER.,12100000.0,12000000.0,2010
Mao's Last Dancer,GOLD.,4800000.0,17500000.0,2010
Just Wright,FOXS,21500000.0,29900.0,2010
Our Family Wedding,FOXS,20300000.0,1200000.0,2010
My Soul to Take,UNI.,14700000.0,6200000.0,2010
71 Into the Fire,JS,177000.0,20800000.0,2010
"I Love You, Phillip Morris",RATT.,2000000.0,18700000.0,2010
Country Strong,SGEM,20200000.0,310000.0,2010
Another Year,SPC,3200000.0,16500000.0,2010
Youth in Revolt,W/DIM.,15300000.0,4400000.0,2010
Buried,LGF,1000000.0,18100000.0,2010
[Rec] 2,MAGN.,27800.0,18500000.0,2010
Repo Men,UNI.,13800000.0,4600000.0,2010
A Prophet (Un prophète),SPC,2100000.0,15800000.0,2010
Soul Kitchen,IFC,277000.0,17600000.0,2010
Mother (2010),MAGN.,552000.0,16600000.0,2010
Micmacs,SPC,1300000.0,15100000.0,2010
The Nutcracker in 3D,FREE,195000.0,16000000.0,2010
Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000.0,2010
I Hate Luv Storys,UTV,848000.0,14900000.0,2010
Extraordinary Measures,CBS,12100000.0,3100000.0,2010
Somewhere,FOCUS,1800000.0,12200000.0,2010
Winter's Bone,RATT.,6500000.0,7300000.0,2010
The Last Station,SPC,6600000.0,6900000.0,2010
Raajneeti,UTV,1500000.0,11100000.0,2010
Made in Dagenham,SPC,1100000.0,11300000.0,2010
Blue Valentine,WEIN.,9700000.0,2600000.0,2010
Tamara Drewe,SPC,560000.0,11400000.0,2010
Chloe,SPC,3100000.0,8600000.0,2010
Looking for Eric,IFC,55800.0,11500000.0,2010
The Warrior's Way,RELA.,5700000.0,5400000.0,2010
I Am Love,MAGN.,5000000.0,5900000.0,2010
Jonah Hex,WB,10500000.0,356000.0,2010
Harry Brown,GOLD.,1800000.0,8500000.0,2010
Cyrus,FOXS,7500000.0,2500000.0,2010
Conviction,FOXS,6800000.0,2900000.0,2010
Get Low,SPC,9200000.0,518000.0,2010
Babies,FOCUS,7300000.0,2200000.0,2010
Stone,OVER.,1800000.0,7700000.0,2010
Peepli Live,UTV,758000.0,8700000.0,2010
Never Let Me Go,FOXS,2400000.0,7000000.0,2010
Mid-August Lunch,ZEIT.,675000.0,8700000.0,2010
MacGruber,UNI.,8500000.0,797000.0,2010
City Island,ANCH.,6700000.0,1200000.0,2010
Inside Job,SPC,4300000.0,3600000.0,2010
The Joneses,RATT.,1500000.0,5500000.0,2010
Centurion,MAGN.,124000.0,6700000.0,2010
Animal Kingdom,SPC,1000000.0,5700000.0,2010
Nowhere Boy,WEIN.,1500000.0,5100000.0,2010
It's Kind of a Funny Story,FOCUS,6400000.0,128000.0,2010
"Waiting for ""Superman""",PARV,6400000.0,9300.0,2010
Greenberg,FOCUS,4200000.0,1900000.0,2010
Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999.0,2010
Vincere,IFC,619000.0,5100000.0,2010
The Illusionist (2010),SPC,2200000.0,3400000.0,2010
Exit Through the Gift Shop,PDA,3300000.0,2000000.0,2010
Mademoiselle Chambon,LORB.,532000.0,4700000.0,2010
Solitary Man,ANCH.,4400000.0,818000.0,2010
Rabbit Hole,LGF,2200000.0,2900000.0,2010
Vision,ZEIT.,435000.0,4600000.0,2010
Mother and Child,SPC,1100000.0,3900000.0,2010
The Runaways,APP.,3600000.0,1100000.0,2010
Four Lions,DRFT.,305000.0,4400000.0,2010
Wild Grass,SPC,404000.0,4200000.0,2010
Please Give,SPC,4000000.0,280000.0,2010
Monsters,MAGN.,237000.0,4000000.0,2010
Rare Exports: A Christmas Tale,OSCI.,236000.0,3800000.0,2010
The Killer Inside Me,IFC,217000.0,3800000.0,2010
The Perfect Game,IW,1000000.0,2800000.0,2010
To Save a Life,GOLD.,3800000.0,45800.0,2010
Inspector Bellamy,IFC,108000.0,3600000.0,2010
Catfish,ROG.,3200000.0,242000.0,2010
Wild Target,FREE,109000.0,3300000.0,2010
Frozen (2010),ANCH.,246000.0,2900000.0,2010
Dabangg,EROS,1300000.0,1700000.0,2010
Kites,RELBIG.,1600000.0,1300000.0,2010
Letters to God,VIV.,2800000.0,60300.0,2010
Twelve,HANN.,184000.0,2400000.0,2010
Tees Maar Khan,UTV,1100000.0,1400000.0,2010
Fish Tank,IFC,375000.0,2000000.0,2010
Housefull,EROS,1200000.0,1200000.0,2010
Golmaal 3,EROS,1100000.0,935000.0,2010
After.Life,ANCH.,109000.0,1900000.0,2010
Cairo Time,IFC,1600000.0,391000.0,2010
Flipped,WB,1800000.0,19000000.0,2010
Guzaarish,UTV,1000000.0,695000.0,2010
Ondine,MAGN.,550000.0,1100000.0,2010
Anjaana Anjaani,EROS,855000.0,761000.0,2010
John Rabe,STRAND,67500.0,1400000.0,2010
Restrepo,NGE,1300000.0,105000.0,2010
Raavan,RELBIG.,709000.0,648000.0,2010
The City of Your Final Destination,SCRE.,493000.0,859000.0,2010
It's a Wonderful Afterlife,UTV,1400000.0,1300000.0,2010
Ajami,KINO,622000.0,669000.0,2010
Army of Crime,LORB.,37000.0,1200000.0,2010
Lebanon,SPC,368000.0,830000.0,2010
Howl,OSCI.,617000.0,566000.0,2010
Videocracy,KINO,23700.0,1200000.0,2010
When You're Strange,ABR.,246000.0,901000.0,2010
The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000.0,2010
Casino Jack,ATO,1000000.0,40700.0,2010
Leaving,IFC,176000.0,893000.0,2010
Khatta Meetha,EROS,542000.0,499000.0,2010
We Are Family,UTV,638000.0,393000.0,2010
Leaves of Grass,FIRST,70100.0,949000.0,2010
North Face,MBOX,711000.0,216000.0,2010
Creation,NM,341000.0,555000.0,2010
No One Knows About Persian Cats,IFC,81800.0,798000.0,2010
Carlos,IFC,146000.0,726000.0,2010
Hideaway (Le Refuge),STRAND,34500.0,837000.0,2010
The Disappearance of Alice Creed,ANCH.,167000.0,701000.0,2010
Break Ke Baad,RELBIG.,428000.0,389000.0,2010
Veer (2010),EROS,527000.0,277000.0,2010
Life During Wartime,IFC,281000.0,487000.0,2010
Enter the Void,IFC,336000.0,418000.0,2010
The Secret of Kells,GK,677000.0,62700.0,2010
The Polar Express (IMAX re-issue 2010),WB,673000.0,19000000.0,2010
No Problem,EROS,285000.0,369000.0,2010
All Good Things,MAGN.,582000.0,62500.0,2010
Jack Goes Boating,OVER.,542000.0,77600.0,2010
Holy Rollers,FIND.,303000.0,305000.0,2010
Chain Letter,NFC,139000.0,447000.0,2010
I Spit on Your Grave,ANCH.,93100.0,480000.0,2010
I'm Still Here,MAGN.,409000.0,160000.0,2010
Salt of this Sea,LORB.,11700.0,545000.0,2010
Undertow (2010),TFC,109000.0,393000.0,2010
Father of My Children,IFC,144000.0,335000.0,2010
The Greatest (2010),PALA.,115000.0,359000.0,2010
The Extra Man,MAGN.,453000.0,4500.0,2010
Tiny Furniture,IFC,392000.0,19000000.0,2010
Dogtooth,KINO,110000.0,274000.0,2010
Grease (Sing-a-Long re-issue),PAR.,366000.0,19000000.0,2010
The Tempest,MIRA.,278000.0,68700.0,2010
The Good Heart,MAGN.,20900.0,323000.0,2010
Formosa Betrayed,SCRE.,225000.0,101000.0,2010
Red Hill,STRAND,21100.0,300000.0,2010
Welcome to the Rileys,GOLD.,159000.0,158000.0,2010
"A Woman, A Gun and A Noodle Shop",SPC,191000.0,121000.0,2010
The Girl on the Train,STRAND,208000.0,97100.0,2010
Mesrine: Public Enemy No. 1,MBOX,275000.0,28100.0,2010
44 Inch Chest,IMAG.,39000.0,255000.0,2010
Karthik Calling Karthik,EROS,286000.0,7100.0,2010
Last Train Home,ZEIT.,288000.0,19000000.0,2010
Eyes Wide Open,NAV,26300.0,250000.0,2010
Waste Land,ARTH.,188000.0,88700.0,2010
South of the Border,CLS,199000.0,70800.0,2010
Human Centipede,IFC,181000.0,70700.0,2010
"Lovely, Still",MONT.,128000.0,106000.0,2010
The Girl (Flickan),OLIVE,2200.0,229000.0,2010
Sweetgrass,CGLD,207000.0,19000000.0,2010
Bitch Slap,FREE,17400.0,182000.0,2010
Chance Pe Dance,UTV,169000.0,24300.0,2010
Client 9: The Rise and Fall of Eliot Spitzer,MAGN.,189000.0,3500.0,2010
Casino Jack and the United States of Money,MAGN.,177000.0,19000000.0,2010
Perrier's Bounty,IFC,800.0,167000.0,2010
Around a Small Mountain,CGLD,33200.0,131000.0,2010
Spring Fever,STRAND,10800.0,150000.0,2010
The Eclipse,MAGN.,133000.0,26400.0,2010
George A. Romero's Survival of the Dead,MAGN.,102000.0,41500.0,2010
The Romantics,FOAK,107000.0,17300.0,2010
Celine: Through the Eyes of the World,SONY,1400000.0,119000.0,2010
Freakonomics,MAGN.,101000.0,16400.0,2010
Saint John of Las Vegas,IVP,103000.0,9100.0,2010
Band Baaja Baaraat,YASH,43800.0,60700.0,2010
White Lion,SCRE.,1400000.0,99600.0,2010
Kisses,OSCI.,81700.0,15300.0,2010
Waking Sleeping Beauty,BV,80700.0,4200.0,2010
Enemies of the People,ICIR,73200.0,6400.0,2010
Badmaash Company,YASH,1400000.0,64400.0,2010
Hadewijch,IFC,5000.0,57500.0,2010
Alamar,FM,61600.0,19000000.0,2010
As Good as Dead,FIRST,2000.0,53600.0,2010
Inhale,IFC,4100.0,51000.0,2010
Hatchet 2,VITA.,52600.0,19000000.0,2010
District B13: Ultimatum,MAGN.,36100.0,16200.0,2010
GasLand,WOW,30800.0,18600.0,2010
Boogie Woogie,IFC,2600.0,44900.0,2010
Come Undone (2010),FM,10000.0,31300.0,2010
The Red Baron,MONT.,37200.0,3100.0,2010
Bluebeard,STRAND,33500.0,5200.0,2010
Daddy Longlegs,IFC,21800.0,11500.0,2010
Living in Emergency,TRULY,32200.0,19000000.0,2010
Nenette,KINO,18000.0,5400.0,2010
Picture Me,STRAND,12000.0,10400.0,2010
The Thorn in the Heart,OSCI.,7400.0,10500.0,2010
The Taqwacores,STRAND,11400.0,19000000.0,2010
Cherry,ABR.,11400.0,19000000.0,2010
Terkel in Trouble,INDIC.,10800.0,19000000.0,2010
Kimjongilia,LORB.,4400.0,19000000.0,2010
Aashayein (Wishes),RELBIG.,1400000.0,3800.0,2010
Harry Potter and the Deathly Hallows Part 2,WB,381000000.0,960500000.0,2011
Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011
The Twilight Saga: Breaking Dawn Part 1,SUM.,281300000.0,430900000.0,2011
Mission: Impossible - Ghost Protocol,PAR.,209400000.0,485300000.0,2011
Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011
Fast Five,UNI.,209800000.0,416300000.0,2011
The Hangover Part II,WB,254500000.0,332300000.0,2011
The Smurfs,SONY,142600000.0,421100000.0,2011
Cars 2,BV,191500000.0,370700000.0,2011
Puss in Boots,P/DW,149300000.0,405700000.0,2011
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011
Rio,FOX,143600000.0,341000000.0,2011
Rise of the Planet of the Apes,FOX,176800000.0,305000000.0,2011
Thor,PAR.,181000000.0,268300000.0,2011
The Adventures of Tintin,PAR.,77600000.0,296400000.0,2011
Captain America: The First Avenger,PAR.,176700000.0,193900000.0,2011
X-Men: First Class,FOX,146400000.0,207200000.0,2011
Alvin and the Chipmunks: Chipwrecked,FOX,133100000.0,209600000.0,2011
Real Steel,BV,85500000.0,213800000.0,2011
Bridesmaids,UNI.,169100000.0,119300000.0,2011
Super 8,PAR.,127000000.0,133100000.0,2011
Rango,PAR.,123500000.0,122200000.0,2011
The Girl with the Dragon Tattoo (2011),SONY,102500000.0,130100000.0,2011
The Green Hornet,SONY,98800000.0,129000000.0,2011
Immortals,RELA.,83500000.0,143400000.0,2011
Green Lantern,WB,116600000.0,103300000.0,2011
The Help,BV,169700000.0,46900000.0,2011
Bad Teacher,SONY,100300000.0,115900000.0,2011
Just Go With It,SONY,103000000.0,111900000.0,2011
Battle: Los Angeles,SONY,83600000.0,128300000.0,2011
Horrible Bosses,WB(NL),117500000.0,92100000.0,2011
Paranormal Activity 3,PAR.,104000000.0,103000000.0,2011
Gnomeo and Juliet,BV,100000000.0,94000000.0,2011
Mr. Popper's Penguins,FOX,68200000.0,119100000.0,2011
Hugo,PAR.,73900000.0,111900000.0,2011
The Lion King (in 3D),BV,94200000.0,91300000.0,2011
Hop,UNI.,108100000.0,75900000.0,2011
War Horse,BV,79900000.0,97700000.0,2011
The Descendants,FOXS,82600000.0,94700000.0,2011
Cowboys & Aliens,UNI.,100200000.0,74600000.0,2011
In Time,FOX,37500000.0,136400000.0,2011
Zookeeper,SONY,80400000.0,89500000.0,2011
The Muppets,BV,88600000.0,76600000.0,2011
Limitless,RELA.,79200000.0,82600000.0,2011
Johnny English Reborn,UNI.,8300000.0,151800000.0,2011
Final Destination 5,WB(NL),42600000.0,115300000.0,2011
Tower Heist,UNI.,78000000.0,74900000.0,2011
Midnight in Paris,SPC,56800000.0,94300000.0,2011
Happy Feet Two,WB,64000000.0,86400000.0,2011
I Am Number Four,BV,55100000.0,94800000.0,2011
Jack and Jill,SONY,74200000.0,75500000.0,2011
Friends with Benefits,SGEM,55800000.0,93700000.0,2011
No Strings Attached,PAR.,70700000.0,78600000.0,2011
Arthur Christmas,SONY,46500000.0,101000000.0,2011
Source Code,SUM.,54700000.0,92600000.0,2011
"Crazy, Stupid, Love.",WB,84400000.0,58500000.0,2011
New Year's Eve,WB(NL),54500000.0,87500000.0,2011
Contagion,WB,75700000.0,59800000.0,2011
The Artist,WEIN.,44700000.0,88800000.0,2011
The Three Musketeers (2011),SUM.,20400000.0,111900000.0,2011
Unknown,WB,63700000.0,67099999.0,2011
The Adjustment Bureau,UNI.,62500000.0,65400000.0,2011
We Bought a Zoo,FOX,75600000.0,44500000.0,2011
Water for Elephants,FOX,58700000.0,58400000.0,2011
The Iron Lady,WEIN.,30000000.0,84900000.0,2011
Moneyball,SONY,75600000.0,34600000.0,2011
Sanctum,UNI.,23200000.0,85400000.0,2011
Justin Bieber: Never Say Never,PAR.,73000000.0,26000000.0,2011
Paul,UNI.,37400000.0,60600000.0,2011
Scream 4,W/DIM.,38200000.0,59000000.0,2011
Insidious,FD,54000000.0,43000000.0,2011
The Rite,WB(NL),33000000.0,63000000.0,2011
Dolphin Tale,WB,72300000.0,23100000.0,2011
Season of the Witch,RELA.,24800000.0,66800000.0,2011
Sucker Punch,WB,36400000.0,53400000.0,2011
Red Riding Hood,WB,37700000.0,51500000.0,2011
Spy Kids: All the Time in the World,W/DIM.,38500000.0,47000000.0,2011
J. Edgar,WB,37300000.0,47600000.0,2011
Hall Pass,WB(NL),45100000.0,38100000.0,2011
"Big Mommas: Like Father, Like Son",FOX,37900000.0,44800000.0,2011
Abduction,LGF,28100000.0,54000000.0,2011
"Tinker, Tailor, Soldier, Spy",FOCUS,24100000.0,56500000.0,2011
Priest,SGEM,29100000.0,49200000.0,2011
Drive (2011),FD,35100000.0,41100000.0,2011
The Mechanic,CBS,29100000.0,47000000.0,2011
The Ides of March,SONY,41000000.0,35000000.0,2011
The Change-Up,UNI.,37100000.0,38400000.0,2011
The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011
Diary of a Wimpy Kid: Rodrick Rules,FOX,52700000.0,19700000.0,2011
Larry Crowne,UNI.,35600000.0,36400000.0,2011
The Dilemma,UNI.,48500000.0,21200000.0,2011
The Darkest Hour,SUM.,21400000.0,43200000.0,2011
Hanna,FOCUS,40300000.0,23500000.0,2011
Footloose (2011),PAR.,51800000.0,11700000.0,2011
Elite Squad: The Enemy Within,VARI.,100000.0,62900000.0,2011
Colombiana,TRIS,36700000.0,24300000.0,2011
Something Borrowed,WB,39000000.0,21100000.0,2011
One Day,FOCUS,13800000.0,45500000.0,2011
Beginning of the Great Revival,CL,151000.0,58200000.0,2011
Killer Elite,ORF,25100000.0,31300000.0,2011
Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011
The Tree of Life,FOXS,13300000.0,41000000.0,2011
Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000.0,2011
Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000.0,2011
Winnie the Pooh,BV,26700000.0,23200000.0,2011
Conan the Barbarian (2011),LGF,21300000.0,27500000.0,2011
Soul Surfer,TRIS,43900000.0,3200000.0,2011
War of the Arrows,CJ,251000.0,45800000.0,2011
Arthur (2011),WB,33000000.0,12700000.0,2011
The Debt,FOCUS,31200000.0,14500000.0,2011
Beastly,CBS,27900000.0,15300000.0,2011
Of Gods and Men,SPC,4000000.0,38200000.0,2011
Born to Be Wild (IMAX),WB,25900000.0,15600000.0,2011
Evangelion 2.0: You Can (Not) Advance,ELEV.,134000.0,41000000.0,2011
Fright Night (2011),BV,18300000.0,22700000.0,2011
30 Minutes or Less,SONY,37100000.0,3500000.0,2011
The Roommate,SGEM,37300000.0,3200000.0,2011
Shark Night 3D,RELA.,18900000.0,21300000.0,2011
Monte Carlo,FOX,23200000.0,16500000.0,2011
50/50,SUM.,35000000.0,4200000.0,2011
Mars Needs Moms,BV,21400000.0,17600000.0,2011
Dream House,UNI.,21300000.0,17200000.0,2011
Jumping the Broom,TRIS,37300000.0,415000.0,2011
Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011
RA One,EROS,2500000.0,33400000.0,2011
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011
My Week with Marilyn,WEIN.,14600000.0,20500000.0,2011
The Sitter,FOX,30400000.0,4500000.0,2011
Jane Eyre,FOCUS,11200000.0,23500000.0,2011
Courageous,TRIS,34500000.0,19000000.0,2011
Shaolin,VARI.,66100.0,33600000.0,2011
African Cats,BV,15400000.0,15400000.0,2011
The Skin I Live In,SPC,3200000.0,27700000.0,2011
I Don't Know How She Does It,WEIN.,9700000.0,20900000.0,2011
What's Your Number?,FOX,14000000.0,16399999.0,2011
Drive Angry,SUM.,10700000.0,18200000.0,2011
Carnage (2011),SPC,2500000.0,25100000.0,2011
A Dangerous Method,SPC,5700000.0,21800000.0,2011
The Thing (2011),UNI.,16900000.0,10500000.0,2011
The Eagle,FOCUS,19500000.0,7600000.0,2011
Legend of the Fist: The Return of Chen Zhen,VARI.,50400.0,26500000.0,2011
Apollo 18,W/DIM.,17700000.0,7900000.0,2011
Biutiful,RATT.,5100000.0,20000000.0,2011
Your Highness,UNI.,21600000.0,3300000.0,2011
Our Idiot Brother,WEIN.,24800000.0,19000000.0,2011
The Rum Diary,FD,13100000.0,10800000.0,2011
The Women on the 6th Floor,STRAND,720000.0,22500000.0,2011
Potiche,MBOX,1600000.0,21600000.0,2011
Warrior,LGF,13700000.0,9400000.0,2011
Young Adult,PAR.,16300000.0,6600000.0,2011
Sarah's Key,WEIN.,7700000.0,13400000.0,2011
The Way Back,NM,2700000.0,17600000.0,2011
A Separation,SPC,7100000.0,12800000.0,2011
The Guard,SPC,5400000.0,14200000.0,2011
Margin Call,RATT.,5400000.0,14200000.0,2011
Glee The 3D Concert Movie,FOX,11900000.0,6800000.0,2011
Shame,FOXS,3900000.0,13800000.0,2011
13 Assassins,MAGN.,803000.0,16800000.0,2011
Hoodwinked Too! Hood vs. Evil,WEIN.,10100000.0,6800000.0,2011
The Heir Apparent: Largo Winch,MBOX,10400.0,16900000.0,2011
The Last Godfather,RATT.,164000.0,16600000.0,2011
Delhi Belly,UTV,1500000.0,15200000.0,2011
Melancholia,MAGN.,3000000.0,12900000.0,2011
Judy Moody and the NOT Bummer Summer,RELA.,15000000.0,678000.0,2011
The Conspirator,RATT.,11500000.0,3900000.0,2011
Anonymous,SONY,4500000.0,10900000.0,2011
Ip Man 2: Legend of the Grandmaster,VARI.,206000.0,14900000.0,2011
The Housemaid,IFC,158000.0,14600000.0,2011
Desert Flower,NGE,44300.0,14600000.0,2011
Pina,IFC,3500000.0,11100000.0,2011
Beginners,FOCUS,5800000.0,8500000.0,2011
My Afternoons with Margueritte,COHEN,667000.0,13600000.0,2011
I Saw the Devil,MAGN.,129000.0,12600000.0,2011
